parcel_id,zone_code
"29 3711-00-59","RR-65"
"29 3710-00-269","RR-65"
"29 3710-00-293","RR-65"
"29 3710-00-296","CL"
"29 3710-00-286","CL"
"29 3711-00-63","RR-65"
"29 3711-00-305","RR-65"
"29 3710-00-275","CG"
"29 3710-00-320","CL"
"29 3808-00-255","RS-21"
"29 3710-00-284","CG"
"29 3712-00-102","RR-65"
"29 3712-00-267","RR-65"
"29 3712-00-88","RR-65"
"29 3712-00-18","RR-65"
"29 3712-00-13","RR-65"
"29 3712-00-50","RR-65"
"29 3712-00-92","RR-65"
"29 3712-00-325","RR-65"
"29 3712-00-335","RR-65"
"29 3710-00-24","RR-65"
"29 3712-00-339","RR-65"
"29 3712-00-313","RR-65"
"29 3710-00-47","RR-65"
"29 3710-00-49","RR-65"
"29 3710-00-83","RR-65"
"29 3711-00-6","RR-65"
"29 3710-00-73","RR-65"
"29 3710-00-28","RR-65"
"29 3711-00-49","RR-65"
"29 3711-00-15","RR-65"
"29 3710-00-55","RR-65"
"29 3710-00-106","RR-65"
"29 3710-00-259","RR-65"
"29 3710-00-288","RR-65"
"29 3710-00-291","CL"
"29 3711-00-273","RR-65"
"29 3710-00-319","CL"
"29 3710-00-314","CG"
"29 3807-00-2","INS"
"29 3712-00-39","RR-65"
"29 3712-00-293","RR-65"
"29 3808-25-*-26","RS-21"
"29 3712-00-271","RR-65"
"29 3712-00-266","RR-65"
"29 3808-25-*-25","RS-21"
"29 3808-25-*-A","CP"
"29 3711-00-5","RR-65"
"29 3711-00-268","RR-65"
"29 3710-00-37","RR-65"
"29 3710-00-94","RR-65"
"29 3710-00-109","RR-65"
"29 3712-00-15","RR-65"
"29 3712-00-101","RR-65"
"29 3710-00-112","RR-65"
"29 3710-00-25","RR-65"
"29 3710-00-5","RR-65"
"29 3712-00-99","RR-65"
"29 3712-00-82","RR-65"
"29 3712-00-27","RR-65"
"29 3710-00-289","RR-65"
"29 3710-00-262","CL"
"29 3712-00-302","RR-65"
"29 3710-00-273","RR-65"
"29 3712-00-298","RR-65"
"29 3710-00-311","CL"
"29 3710-00-258","RR-65"
"29 3710-00-263","CL"
"29 3711-00-29","RR-65"
"29 3710-00-305","CG"
"29 3711-00-18","RR-65"
"29 3710-00-276","CG"
"29 3711-00-323","RR-65"
"29 3711-00-297","RR-65"
"29 3710-00-260","CL"
"29 3808-25-*-24","RS-21"
"29 3808-25-*-13","RS-21"
"29 3808-25-*-12","RS-21"
"29 3710-00-54","RR-65"
"29 3711-00-251","RR-65"
"29 3710-00-60","RR-65"
"29 3710-00-90","RR-65"
"29 3710-00-110","RR-65"
"29 3712-00-28","RR-65"
"29 3710-00-36","RR-65"
"29 3712-00-87","RR-65"
"29 3808-00-269","RS-21"
"29 3710-00-71","RR-65"
"29 3712-00-34","RR-65"
"29 3712-00-64","RR-65"
"29 3711-00-27","RR-65"
"29 3712-00-75","RR-65"
"29 3712-00-296","RR-65"
"29 3711-00-39","RR-65"
"29 3712-00-327","RR-65"
"29 3711-00-56","RR-65"
"29 3712-00-309","RR-65"
"29 3712-00-287","RR-65"
"29 3710-00-268","CL"
"29 3710-00-271","CG"
"29 3711-00-47","RR-65"
"29 3711-00-19","RR-65"
"29 3710-00-265","CG"
"29 3711-00-294","RR-65"
"29 3711-00-321","RR-65"
"29 3711-00-316","RR-65"
"29 3711-00-261","RR-65"
"29 3808-25-*-14","RS-21"
"29 3808-25-*-15","RS-21"
"29 3808-25-*-23","RS-21"
"29 3711-00-337","RR-65"
"29 3710-00-294","CG"
"29 3710-00-42","RR-65"
"29 3710-00-52","RR-65"
"29 3710-00-26","RR-65"
"29 3710-00-111","RR-65"
"29 3710-00-20","RR-65"
"29 3712-00-9","RR-65"
"29 3712-00-59","RR-65"
"29 3710-00-64","RR-65"
"29 3712-00-32","RR-65"
"29 3712-00-97","RR-65"
"29 3712-00-90","RR-65"
"29 3712-00-73","RR-65"
"29 3712-00-321","RR-65"
"29 3712-00-301","RR-65"
"29 3710-00-312","CL"
"29 3712-00-333","RR-65"
"29 3712-00-292","RR-65"
"29 3710-00-306","CG"
"29 3711-00-38","RR-65"
"29 3711-00-51","RR-65"
"29 3710-00-321","CG"
"29 3711-00-61","RR-65"
"29 3711-00-35","RR-65"
"29 3711-00-291","RR-65"
"29 3711-00-326","RR-65"
"29 3711-00-267","RR-65"
"29 3808-25-*-22","RS-21"
"29 3712-00-2","RR-65"
"29 3712-00-37","RR-65"
"29 3710-00-41","RR-65"
"29 3710-00-89","RR-65"
"29 3808-25-*-18","RS-21"
"29 3808-25-*-17","RS-21"
"29 3808-25-*-16","RS-21"
"29 3710-00-38","RR-65"
"29 3710-00-108","RR-65"
"29 3710-00-50","RR-65"
"29 3710-00-86","RR-65"
"29 3711-00-9","RR-65"
"29 3710-00-34","RR-65"
"29 3712-00-10","RR-65"
"29 3712-00-43","RR-65"
"29 3710-00-75","RR-65"
"29 3712-00-86","RR-65"
"29 3712-00-81","RR-65"
"29 3712-00-41","RR-65"
"29 3712-00-74","RR-65"
"29 3712-00-324","RR-65"
"29 3711-00-334","RR-65"
"29 3808-00-251","INS"
"29 3712-00-331","RR-65"
"29 3712-00-274","RR-65"
"29 3712-00-272","RR-65"
"29 3710-00-253","CL"
"29 3711-00-256","RR-65"
"29 3712-00-285","RR-65"
"29 3710-00-282","CL"
"29 3712-00-303","RR-65"
"29 3710-00-313","CG"
"29 3711-00-32","RR-65"
"29 3711-00-50","RR-65"
"29 3710-00-303","CG"
"29 3711-00-37","RR-65"
"29 3711-00-57","RR-65"
"29 3711-00-314","RR-65"
"29 3711-00-315","RR-65"
"29 3808-25-*-21","RS-21"
"29 3808-25-*-19","RS-21"
"29 3808-25-*-20","RS-21"
"29 3710-00-67","RR-65"
"29 3710-00-84","RR-65"
"29 3710-00-97","RR-65"
"29 3710-00-93","RR-65"
"29 3710-00-100","RR-65"
"29 3710-00-102","RR-65"
"29 3710-00-76","RR-65"
"29 3710-00-51","RR-65"
"29 3712-00-52","RR-65"
"29 3712-00-33","RR-65"
"29 3712-00-61","RR-65"
"29 3712-00-21","RR-65"
"29 3712-00-71","RR-65"
"29 3712-00-65","RR-65"
"29 3712-00-308","RR-65"
"29 3712-00-280","RR-65"
"29 3712-00-286","RR-65"
"29 3712-00-263","RR-65"
"29 3711-00-335","RR-65"
"29 3712-00-282","RR-65"
"29 3712-00-283","RR-65"
"29 3710-00-281","CG"
"29 3710-00-301","CG"
"29 3711-00-46","RR-65"
"29 3711-00-28","RR-65"
"29 3711-00-275","RR-65"
"29 3711-00-296","RR-65"
"29 3711-00-295","RR-65"
"29 3711-00-10","RR-65"
"29 3711-00-265","RR-65"
"29 3710-00-17","RR-65"
"29 3710-00-85","RR-65"
"29 3710-00-43","RR-65"
"29 3710-00-88","RR-65"
"29 3710-00-29","RR-65"
"29 3710-00-78","RR-65"
"29 3710-00-78.1","RR-65"
"29 3808-00-251.1","IND"
"28 3736-51-1-1","R/LC"
"28 3735-75-*-68","RR-65"
"28 3736-00-755","CG"
"28 3735-75-*-67","RR-65"
"28 3736-00-503","INS"
"28 3736-00-502","R/LC"
"28 3736-00-763","CG"
"28 3831-00-766","CP"
"28 3736-51-2-9","RS-15"
"28 3831-00-760.1","CP"
"28 3735-75-*-45","RR-65"
"28 3735-75-*-49","RR-65"
"28 3735-75-*-44","RR-65"
"28 3735-75-*-50","RR-65"
"28 3735-75-*-69","RR-65"
"28 3736-00-767","CG"
"28 3735-75-*-51","RR-65"
"28 3735-75-*-41","RR-65"
"28 3736-51-2-14","RS-15"
"28 3735-75-*-13","RR-65"
"28 3831-54-B-53.01","R/LC"
"28 3831-00-502","RR-65"
"28 3831-00-764","CG"
"28 3735-75-*-43","RR-65"
"28 3736-00-759","R/LC"
"28 3736-00-757","R/LC"
"28 3735-75-*-39","RR-65"
"28 3735-75-*-53","RR-65"
"28 3735-75-*-63","RR-65"
"28 3736-50-A-19","RS-15"
"28 3735-75-RW1.A","RR-65"
"28 3831-54-B-1","R/LC"
"28 3735-75-*-72","RR-65"
"28 3735-75-*-62","RR-65"
"28 3736-00-762","CG"
"28 3736-50-A-1","RS-15"
"28 3736-50-B-1","RS-15"
"28 3831-76-*-14","R-MH"
"28 3831-76-*-13","R-MH"
"28 3831-54-B-1.02","R/LC"
"28 3736-00-754","INS"
"28 3831-76-*-15","R-MH"
"28 3831-76-*-12","R-MH"
"28 3736-00-510","INS"
"28 3831-00-769","CP"
"28 3735-75-*-54","RR-65"
"28 3735-75-*-74","RR-65"
"28 3735-75-*-73","RR-65"
"28 3831-76-*-11","R-MH"
"28 3735-75-*-36","RR-65"
"28 3831-76-*-17","R-MH"
"28 3831-54-B-3","R/LC"
"28 3831-00-753.1","INS"
"28 3831-76-*-27","R-MH"
"28 3831-76-*-18","R-MH"
"28 3735-75-*-37","RR-65"
"28 3831-76-*-19","R-MH"
"28 3831-00-754","CP"
"28 3831-54-B-4","R/LC"
"28 3831-76-*-28","R-MH"
"28 3831-76-*-26","R-MH"
"28 3831-76-*-20","R-MH"
"28 3831-76-*-9","R-MH"
"28 3831-76-*-21","R-MH"
"28 3735-75-*-55","RR-65"
"28 3831-76-*-21.01","R-MH"
"28 3831-76-*-22","R-MH"
"28 3831-76-*-23.01","R-MH"
"28 3831-76-*-24","R-MH"
"28 3831-76-*-25","R-MH"
"28 3831-76-*-8","R-MH"
"28 3831-00-752","CP"
"28 3735-75-*-56","RR-65"
"28 3831-76-*-1.02","R-MH"
"28 3735-75-*-21","RR-65"
"28 3735-75-*-22","RR-65"
"28 3831-54-4-1","R/LC"
"28 3831-54-B-4.02","OI"
"28 3831-00-763","CP"
"28 3831-76-*-1.01","R-MH"
"28 3831-76-*-2","R-MH"
"28 3831-76-*-3","R-MH"
"28 3831-76-*-5","R-MH"
"28 3831-76-*-6","R-MH"
"28 3831-76-*-7","R-MH"
"28 3735-75-*-34","RR-65"
"28 3735-75-*-57","RR-65"
"28 3831-54-2-2","R/LC"
"28 3735-75-*-35","RR-65"
"28 3831-54-B-7","CG"
"28 3831-50-A-8.01","R/LC"
"28 3831-54-2-1.01","R/LC"
"28 3735-75-*-6","RR-65"
"28 3831-51-A-5","CG"
"28 3831-54-B-10","CG"
"28 3831-54-C-27","CG"
"28 3735-75-*-58","RR-65"
"28 3735-75-*-23","RR-65"
"28 3831-54-3-7","RS-10"
"28 3735-75-*-33","RR-65"
"28 3831-51-A-4","CG"
"28 3736-00-505","RR-65"
"28 3736-00-511","RR-65"
"28 3831-54-B-14","CG"
"28 3736-25-B.1","RS-21"
"28 3735-75-*-20","RR-65"
"28 3831-54-2-5","R/LC"
"28 3735-75-*-25","RR-65"
"28 3831-54-C-15","R/LC"
"28 3735-75-*-32","RR-65"
"28 3831-54-C-18","R/LC"
"28 3831-54-C-20","R/LC"
"28 3735-75-*-59","RR-65"
"28 3735-75-*-19","RR-65"
"28 3735-75-*-26","RR-65"
"28 3831-50-A-10","INS"
"28 3831-54-3-11","RS-10"
"28 3831-54-D-12","CG"
"28 3735-75-*-31","RR-65"
"28 3735-75-*-18","RR-65"
"28 3735-75-*-27","RR-65"
"28 3736-00-514","RR-65"
"28 3831-54-D-4","R/LC"
"28 3831-54-3-15","RS-10"
"28 3831-54-D-6","R/LC"
"28 3735-75-*-17","RR-65"
"28 3735-75-*-28","RR-65"
"28 3831-54-3-18","RS-10"
"28 3735-75-RW1","RR-65"
"28 3831-54-1-12","RS-10"
"28 3831-54-2-8","RS-10"
"28 3735-75-*-16","RR-65"
"28 3735-75-*-29","RR-65"
"28 3735-75-*-60","RR-65"
"28 3831-00-261","R/LC"
"28 3831-26-2-8","CG"
"28 3735-00-16","RR-65"
"28 3831-00-259","R/LC"
"28 3831-00-266","CP"
"28 3736-25-*-25","RS-21"
"28 3736-25-*-39","RS-21"
"28 3735-00-18","RR-65"
"28 3736-25-*-26","RS-21"
"28 3831-26-3-21","CG"
"28 3831-26-1-3","R/LC"
"28 3736-25-*-38","RS-21"
"28 3831-26-1-7","R/LC"
"28 3736-25-*-37","RS-21"
"28 3736-25-*-36","RS-21"
"28 3736-25-A","RS-21"
"28 3736-25-*-32","RS-21"
"28 3735-01-*-1","RR-65"
"28 3831-26-8","RR-65"
"28 3736-25-*-31","RS-21"
"28 3831-26-9","CG"
"28 3736-25-*-29","RS-21"
"28 3736-25-*-30","RS-21"
"28 3736-25-*-34","RS-21"
"28 3831-25-*-8","RS-10"
"28 3831-25-*-9","RS-10"
"28 3831-25-*-10","RS-10"
"28 3831-25-*-11","RS-10"
"28 3831-25-*-20","RS-10"
"28 3831-25-*-25","RS-10"
"28 3831-25-*-19","RS-10"
"28 3831-25-*-24","RS-10"
"28 3831-25-*-21","RS-10"
"28 3831-25-*-18","RS-10"
"28 3831-25-*-22","RS-10"
"28 3831-25-*-23","RS-10"
"29 3712-00-778","RR-65"
"29 3712-00-796","RR-65"
"29 3712-00-754","RR-65"
"29 3808-00-507","RR-65"
"29 3712-00-754.2","RR-65"
"29 3712-00-538","RR-65"
"29 3712-00-753","RR-65"
"29 3712-00-502","RR-65"
"29 3808-00-504","RR-65"
"28 3735-00-15","INS"
"28 3736-00-250","INS"
"28 3736-00-253","INS"
"28 3736-00-500","INS"
"28 3736-50-A-3","R/LC"
"28 3735-00-7","INS"
"28 3735-00-500","INS"
"28 3831-54-5-2","R/LC"
"28 3831-54-4-12","RS-10"
"28 3831-75-*-21","RM-6"
"28 3831-00-272","CP"
"28 3831-25-*-1","CG"
"28 3831-00-250.4","CP"
"28 3831-00-500","RR-65"
"28 3831-00-250.2","RR-65"
"28 3831-25-*-16","RS-10"
"28 3831-00-254","RR-65"
"28 3831-00-253","R/LC"
"28 3831-00-251","CG"
"28 3831-25-*-12","RS-10"
"28 3831-25-*-13","RS-10"
"28 3831-25-*-15","RS-10"
"28 3831-00-265","RR-65"
"28 3831-25-*-16.01","RS-10"
"28 3831-54-B-3.03","RR-65"
"28 3831-26-7-1","RS-10"
"28 3831-25-*-11.01","RS-10"
"28 3736-51-2-36","RS-15"
"28 3831-26-2-11","CG"
"28 3831-26-2-9","CG"
"28 3736-51-1-33","RS-15"
"28 3736-25-E.1","RS-21"
"28 3736-25-*-20","RS-21"
"28 3736-25-*-24","RS-21"
"28 3736-25-*-41","RS-21"
"28 3736-25-*-19","RS-21"
"28 3736-25-*-42","RS-21"
"28 3736-25-*-18","RS-21"
"28 3736-25-*-43","RS-21"
"28 3736-25-*-44","RS-21"
"28 3736-25-*-17","RS-21"
"28 3736-25-*-45","RS-21"
"28 3736-25-*-46","RS-21"
"28 3736-25-B","RR-65"
"28 3736-25-*-15","RS-21"
"28 3736-25-*-1","RS-21"
"28 3736-25-*-14","RS-21"
"28 3736-25-*-2","RS-21"
"28 3736-25-*-3","RS-21"
"28 3736-25-*-13","RS-21"
"28 3736-25-*-12","RS-21"
"28 3736-25-*-11","RS-21"
"28 3736-25-*-10","RS-21"
"28 3736-25-*-9","RS-21"
"28 3736-25-*-7","RS-21"
"28 3736-25-*-6","RS-21"
"28 3736-25-*-5","RS-21"
"28 3736-25-*-4","RS-21"
"28 3736-25-D","RS-21"
"28 3736-25-*-40","RS-21"
"28 3736-25-E","RS-21"
"28 3831-26-8.3","CG"
"29 3702-00-2.1","RR-65"
"29 3712-00-595","RR-65"
"29 3712-00-594","RR-65"
"29 3712-00-596","RR-65"
"29 3712-00-597","RR-65"
"28 3831-54-*-R.01","CG"
"29 3701-00-71","RR-65"
"29 3702-00-762","RR-65"
"28 3736-00-753","R/LC"
"28 3736-00-752","INS"
"28 3736-00-750","RR-65"
"28 3736-00-8","INS"
"28 3736-00-7","INS"
"28 3736-00-6","INS"
"28 3736-00-9","INS"
"28 3736-00-10","INS"
"28 3736-00-4","INS"
"29 3712-00-754.1","RR-65"
"0","R/LC"
"28 3831-26-10.3","CP"
"28 3831-26-10.2","CP"
"28 3831-26-10.4","CP"
"28 3831-26-1-5","CP"
"28 3831-26-1-2","CP"
"28 3831-26-1-1.01","CP"
"28 3831-00-262","CP"
"28 3831-00-750","CP"
"28 3831-54-D-10","CP"
"28 3831-26-1-1","CP"
"28 3831-00-260","CP"
"28 3831-00-757","CP"
"28 3831-00-759","CP"
"28 3831-75-*-E","CP"
"28 3831-75-*-C","CP"
"28 3831-75-*-A","CP"
"28 3831-00-767","CP"
"28 3831-54-C-28.01","CG"
"28 3831-54-C-28","CG"
"28 3831-00-753","CP"
"28 3831-54-C-24","CP"
"29 3806-01-1-1","R/LC"
"29 3806-02-A-6","R/LC"
"29 3806-01-1-3","CP"
"29 3806-00-3","R/LC"
"29 3806-00-6","CP"
"29 3806-03-C-7","CP"
"29 3806-03-A-7","R/LC"
"29 3806-03-B-3","CP"
"29 3806-03-B-1","CP"
"29 3806-03-A-3","CP"
"29 3806-03-A-1","CP"
"29 3806-00-14","CP"
"29 3805-00-502","RM-6"
"29 3805-00-500","RS-21"
"29 3805-50-*-23","CP"
"29 3805-50-*-22","CP"
"29 3805-50-*-21","CP"
"29 3805-50-*-20","CP"
"29 3805-50-*-19","CP"
"29 3805-50-*-18","CP"
"29 3805-50-*-17","CP"
"29 3805-50-*-16","CP"
"29 3805-50-*-15","CP"
"29 3805-50-*-14","CP"
"29 3805-50-*-2","CP"
"29 3805-50-*-1","CP"
"29 3808-25-*-5","CP"
"29 3808-25-*-6","CP"
"29 3808-25-*-7","CP"
"29 3808-25-*-8","CP"
"29 3808-25-*-9","CP"
"29 3808-25-*-10","CP"
"29 3808-25-*-11","CP"
"29 3808-25-*-27","RS-21"
"29 3808-00-275","CP"
"29 3808-00-256","CP"
"29 3808-00-257","CP"
"29 3808-00-258","CP"
"29 3808-00-260","CP"
"29 3808-00-261","CP"
"29 3808-00-262","CP"
"29 3808-00-263","CP"
"29 3808-00-268","CP"
"29 3808-00-267","CP"
"29 3808-00-265","CP"
"29 3808-00-265.1","CP"
"29 3808-00-500","CP"
"29 3808-00-750","CP"
"29 3808-00-757","RS-21"
"29 3808-00-756","CP"
"29 3808-75-*-1","CP"
"29 3808-75-*-2","CP"
"29 3808-75-*-3","CP"
"29 3808-75-*-4","CP"
"29 3808-00-755","CP"
"29 3808-00-751","RS-21"
"29 3808-00-758","CP"
"28 3831-26-10.1","CP"
"28 3831-00-255","R/LC"
"28 3831-00-760","CG"
"29 3806-02-C-1","RM-6"
